modelo,combustivel,ano,quilometragem,final de placa,carroceria,cor,ar condicionado,direcao,vidro eletrico,teto solar,alarme,rodas,retrovisores,computador de bordo
['COMPASS'],['Gasolina e álcool'],['2019/2019'],['49.987'],['3'],['Utilitário esportivo'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['42.316'],['0'],['Hatchback'],['Vermelho'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['GRAND CHEROKEE'],['Gasolina'],['2012/2012'],['68.000'],['8'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['HB20'],['Gasolina e álcool'],['2019/2019'],['48.555'],['4'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['TIGUAN'],['Gasolina e álcool'],['2018/2019'],['40.697'],['4'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['CRUZE'],['Gasolina e álcool'],['2017/2018'],['66.000'],['0'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['JETTA'],['Gasolina e álcool'],['2019/2019'],['13.000'],['8'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['HB20S'],['Gasolina e álcool'],['2019/2019'],['44.865'],['7'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['LOGAN'],['Gasolina'],['2019/2020'],['49.967'],['7'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['ASX'],['Gasolina'],['2016/2016'],['50.123'],['7'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['DOBLÒ'],['Gasolina e álcool'],['2019/2020'],['40.030'],['5'],['Minivan'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['COMPASS'],['Gasolina e álcool'],['2019/2020'],['48.638'],['1'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2020/2021'],['3.660'],['7'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['GOL'],['Gasolina e álcool'],['2019/2020'],['44.065'],['0'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['ONIX'],['Gasolina e álcool'],['2018/2019'],['50.839'],['6'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['430i'],['Gasolina'],['2016/2017'],['22.000'],['9'],['Cupê'],['Preto'],['sim'],[''],['nao'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['CLA 200'],['Gasolina e álcool'],['2015/2015'],['65.000'],['0'],['Sedã'],['Marrom'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GRAND CHEROKEE'],['Gasolina'],['2014/2014'],['100.300'],['1'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['DUSTER OROCH'],['Gasolina e álcool'],['2019/2020'],['42.567'],['7'],['Picape'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['E 250'],['Gasolina'],['2013/2014'],['81.888'],['3'],['Sedã'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2016/2016'],['73.992'],['1'],['Hatchback'],['Vermelho'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['KA'],['Gasolina e álcool'],['2019/2019'],['45.324'],['9'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['ML 350'],['Diesel'],['2010/2011'],['97.000'],['0'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['PASSAT'],['Gasolina'],['2018/2019'],['33.500'],['2'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['GOLF'],['Gasolina'],['2014/2015'],['108.000'],['7'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['IDEA'],['Gasolina e álcool'],['2006/2007'],['89.500'],['7'],['Minivan'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['CRUZE'],['Gasolina e álcool'],['2018/2018'],['44.000'],['1'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['VIRTUS'],['Gasolina e álcool'],['2019/2020'],['59.652'],['6'],['Sedã'],['Prata'],['sim'],[''],['sim'],['nao'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['AMAROK'],['Diesel'],['2014/2015'],['74.000'],['0'],['Picape'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2012/2013'],['155.000'],['4'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['CRETA'],['Gasolina e álcool'],['2017/2018'],['102.069'],['0'],['Utilitário esportivo'],['Marrom'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['XC60'],['Diesel'],['2018/2019'],['30.230'],['2'],['Utilitário esportivo'],['Preto'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['RANGER'],['Diesel'],['2014/2014'],['96.000'],['7'],['Picape'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ECOSPORT'],['Gasolina e álcool'],['2020/2020'],['50.219'],['0'],['Utilitário esportivo'],['Cinza'],['sim'],[''],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['COROLLA'],['Gasolina e álcool'],['2014/2015'],['57.000'],['0'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['nao']
['JETTA'],['Gasolina'],['2014/2014'],['98.919'],['7'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['ASTRA'],['Gasolina e álcool'],['2009/2009'],['172.000'],['9'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['HILUX'],['Diesel'],['2019/2020'],['29.000'],['8'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['41.000'],['1'],['Hatchback'],['Branco'],['sim'],[''],['nao'],['nao'],['nao'],[''],[''],['Computador de bordo']
['HILUX SW4'],['Diesel'],['2009/2010'],['181.000'],['4'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['DISCOVERY 4'],['Gasolina'],['2009/2010'],['75.000'],['7'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['M 235i'],['Gasolina'],['2020/2021'],['4.900'],['1'],['Sedã'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['MONTANA'],['Gasolina e álcool'],['2014/2015'],['290.000'],['3'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['320i'],['Gasolina e álcool'],['2020/2020'],['19.000'],['2'],['Sedã'],['Cinza'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['GOL'],['Gasolina e álcool'],['2019/2020'],['44.014'],['0'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['E-PACE'],['Gasolina e álcool'],['2018/2019'],['46.000'],['0'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2019/2020'],['35.500'],['4'],['Hatchback'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['HILUX'],['Gasolina e álcool'],['2021/2021'],['100'],['1'],['Picape'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['CIVIC'],['Gasolina e álcool'],['2016/2017'],['64.000'],['3'],['Sedã'],['Cinza'],['nao'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['STRADA'],['Gasolina e álcool'],['2018/2018'],['90.000'],['6'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['nao']
['A3'],['Gasolina e álcool'],['2020/2020'],['10.097'],['2'],['Sedã'],['Cinza'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['CRUZE'],['Gasolina e álcool'],['2020/2020'],['1.600'],['8'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['RENEGADE'],['Gasolina e álcool'],['2019/2020'],['4.970'],['2'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['FUSCA'],['Gasolina'],['1971/1971'],['295.425'],['6'],['Sedã'],['Verde'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['CRUZE'],['Gasolina e álcool'],['2016/2017'],['60.000'],['8'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['SIENA'],['Gasolina e álcool'],['2010/2010'],['130.000'],['1'],['Sedã'],['Cinza'],['nao'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['COOPER'],['Gasolina'],['2012/2013'],['45.000'],['8'],['Hatchback'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['LANCER'],['Gasolina'],['2018/2018'],['48.000'],['4'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['KA +'],['Gasolina e álcool'],['2015/2015'],['102.000'],['9'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['540i'],['Gasolina'],['2017/2018'],['33.274'],['0'],['Sedã'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['POLO SEDAN'],['Gasolina e álcool'],['2006/2007'],['153.000'],['7'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['COROLLA'],['Gasolina e álcool'],['2011/2012'],['90.000'],['9'],['Sedã'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2020'],['5.000'],['5'],['Hatchback'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['DEFENDER'],['Diesel'],['2000/2000'],['365.000'],['2'],['Utilitário esportivo'],['Verde'],['sim'],['Direção hidráulica'],['nao'],['nao'],['nao'],[''],[''],['nao']
['VERSA'],['Gasolina e álcool'],['2019/2020'],['20.188'],['5'],['Sedã'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['DISCOVERY SPORT'],['Gasolina'],['2015/2015'],['65.000'],['6'],['Utilitário esportivo'],['Marrom'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['F-PACE'],['Gasolina'],['2017/2018'],['10.500'],['6'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['UP'],['Gasolina e álcool'],['2018/2019'],['41.178'],['7'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['BOXER'],['Diesel'],['2014/2014'],['67.000'],['8'],['Van/Utilitário'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['FRONTIER'],['Diesel'],['2020/2021'],['5.000'],['6'],['Picape'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['57.802'],['3'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['A3'],['Gasolina'],['2011/2011'],['150.000'],['2'],['Hatchback'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['3008'],['Gasolina'],['2018/2019'],['16.500'],['6'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['EQUINOX'],['Gasolina'],['2019/2019'],['24.850'],['3'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['48.050'],['6'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['Q3'],['Gasolina'],['2020/2020'],['5.000'],['9'],['Utilitário esportivo'],['Preto'],['nao'],[''],['nao'],['sim'],['nao'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['X1'],['Gasolina e álcool'],['2017/2018'],['28.000'],['1'],['Utilitário esportivo'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['KA'],['Gasolina e álcool'],['2019/2020'],['56.024'],['4'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['FUSION'],['Gasolina e elétrico'],['2017/2018'],['79.000'],['4'],['Sedã'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['GOLF'],['Gasolina e álcool'],['2012/2013'],['110.459'],['9'],['Hatchback'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],[''],[''],['nao']
['PAJERO FULL'],['Gasolina'],['2010/2011'],['150.000'],['5'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['IX35'],['Gasolina e álcool'],['2015/2016'],['89.723'],['3'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['Computador de bordo']
['FIT'],['Gasolina e álcool'],['2016/2016'],['78.524'],['2'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['RENEGADE'],['Gasolina e álcool'],['2019/2020'],['40.663'],['8'],['Utilitário esportivo'],['Branco'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['MARCH'],['Gasolina e álcool'],['2016/2016'],['69.000'],['6'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['JOY'],['Gasolina e álcool'],['2019/2020'],['49.822'],['9'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['SPORTAGE'],['Gasolina e álcool'],['2015/2015'],['79.000'],['0'],['Utilitário esportivo'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['TORO'],['Diesel'],['2020/2020'],['12.000'],['5'],['Picape'],['Vermelho'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],['Retrovisores elétricos'],['nao']
['PRISMA'],['Gasolina e álcool'],['2019/2019'],['41.818'],['7'],['Sedã'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['Q7'],['Gasolina'],['2018/2019'],['8.200'],['3'],['Utilitário esportivo'],['Cinza'],['nao'],[''],['nao'],['sim'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['C4'],['Gasolina e álcool'],['2009/2009'],['157.000'],['5'],['Sedã'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['FOX'],['Gasolina e álcool'],['2009/2009'],['94.000'],['7'],['Hatchback'],['Preto'],['nao'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['nao']
['CROSSFOX'],['Gasolina e álcool'],['2012/2013'],['100'],['7'],['Hatchback'],['Laranja'],['sim'],['Direção hidráulica'],['nao'],['nao'],['nao'],[''],[''],['nao']
['COBALT'],['Gasolina e álcool'],['2019/2020'],['44.384'],['2'],['Sedã'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],[''],['Retrovisores elétricos'],['Computador de bordo']
['ARGO'],['Gasolina e álcool'],['2019/2020'],['51.771'],['1'],['Hatchback'],['Preto'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['COOPER'],['Gasolina'],['2017/2018'],['60.201'],['4'],['Conversível'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['sim'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['SAVEIRO'],"['Gasolina, álcool e gás natural']",['2013/2013'],['215.000'],['0'],['Picape'],['Branco'],['sim'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
['PRIUS'],['Gasolina e elétrico'],['2017/2018'],['33.864'],['2'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['FIESTA'],['Gasolina e álcool'],['2015/2016'],['58.000'],['9'],['Hatchback'],['Prata'],['sim'],[''],['nao'],['nao'],['nao'],[''],[''],['Computador de bordo']
['HILUX SW4'],['Diesel'],['2018/2018'],['110.000'],['1'],['Utilitário esportivo'],['Preto'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['FREEMONT'],['Gasolina'],['2012/2012'],['75.000'],['9'],['Utilitário esportivo'],['Prata'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],['Rodas de liga leve'],[''],['Computador de bordo']
['POLO'],['Gasolina e álcool'],['2020/2020'],['3.000'],['5'],['Hatchback'],['Cinza'],['sim'],['Direção hidráulica'],['sim'],['nao'],['nao'],['Rodas de liga leve'],[''],['Computador de bordo']
['JOY'],['Gasolina e álcool'],['2019/2020'],['50.488'],['8'],['Hatchback'],['Prata'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['nao']
['F-4000'],['Diesel'],['2009/2009'],['334.000'],['3'],['Picape'],['Branco'],['sim'],['Direção hidráulica'],['nao'],['nao'],['nao'],[''],[''],['nao']
['SANDERO'],['Gasolina e álcool'],['2019/2020'],['46.311'],['2'],['Hatchback'],['Branco'],['sim'],['Direção hidráulica'],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['ONIX'],['Gasolina e álcool'],['2019/2019'],['44.258'],['7'],['Hatchback'],['Cinza'],['sim'],[''],['sim'],['nao'],['sim'],[''],[''],['Computador de bordo']
['KICKS'],['Gasolina e álcool'],['2018/2019'],['37.000'],['7'],['Utilitário esportivo'],['Marrom'],['nao'],[''],['nao'],['nao'],['nao'],[''],[''],['nao']
